$adultiptv,#genre#
三国演义 超高清,https://www.goodiptv.club/yy/1508901692
三国演义94年经典版,https://www.goodiptv.club/yy/1354936241
三国演义【1994】,https://www.goodiptv.club/yy/1354930932
上海滩,https://www.goodiptv.club/yy/1382745184
丫头动漫 斗罗斗破,https://www.goodiptv.club/yy/1458722520
中国合伙人,https://www.goodiptv.club/yy/1354658051
中国第一神探-狄仁杰,https://www.goodiptv.club/yy/1354932438
为你心动一万次,https://www.goodiptv.club/yy/1356366997
举起手来-惊险抗日,https://www.goodiptv.club/yy/1382736877
买车前看一看 不然血亏,https://www.goodiptv.club/yy/1349602814
二号交通站,https://www.goodiptv.club/yy/1382735582
二龙湖浩哥【经典搞笑】,https://www.goodiptv.club/yy/28205255
云上ぃ,https://www.goodiptv.club/yy/1356346247
亲爱的热爱的,https://www.goodiptv.club/yy/1354932433
什么会让你快乐,https://www.goodiptv.club/yy/54886912
今生是第一次：高分韩剧,https://www.goodiptv.club/yy/1382745190
他血激飘茶雨0s,https://www.goodiptv.club/yy/1509149711
以家人之名,https://www.goodiptv.club/yy/1382736908
伪装者,https://www.goodiptv.club/yy/1354936244
伪装者,https://www.goodiptv.club/yy/1382851593
似火流年徐卫彪汪磊,https://www.goodiptv.club/yy/14082141
你不知道的汽车冷知识,https://www.goodiptv.club/yy/1346966327
你是我兄弟,https://www.goodiptv.club/yy/70163211
你最爱的宋小宝,https://www.goodiptv.club/yy/1354936198
你看与不看我都在,https://www.goodiptv.club/yy/1353422557
侏罗纪公园三部曲,https://www.goodiptv.club/yy/1354936191
侦探烧脑电影-悬疑,https://www.goodiptv.club/yy/1382735543
修牛蹄,https://www.goodiptv.club/yy/1353413683
俺娘田小草,https://www.goodiptv.club/yy/1382741638
倚天屠龙记,https://www.goodiptv.club/yy/1354755003
倚天屠龙记,https://www.goodiptv.club/yy/1382818085
倚天屠龙记,https://www.goodiptv.club/yy/1356043643
僵尸女鬼电影,https://www.goodiptv.club/yy/1457229809
兔牙妹吖正在直播,https://www.goodiptv.club/yy/1353782648
全职高手,https://www.goodiptv.club/yy/26870427
公主陪看老酒馆,https://www.goodiptv.club/yy/1356254650
公公出宫-港剧,https://www.goodiptv.club/yy/1354936208
军旅电视剧,https://www.goodiptv.club/yy/1352575322
农家小菜,https://www.goodiptv.club/yy/1382736894
冯巩 牛群,https://www.goodiptv.club/yy/1382851476
加勒比海盗系列,https://www.goodiptv.club/yy/1382749914
动作大片,https://www.goodiptv.club/yy/1354930887
动作大片-热血开打,https://www.goodiptv.club/yy/1354936168
动作武侠港片电影,https://www.goodiptv.club/yy/1459801818
动漫,https://www.goodiptv.club/yy/1382788679
动漫奥斯卡正在直播,https://www.goodiptv.club/yy/1382626335
动物世界,https://www.goodiptv.club/yy/1382749889
动物世界-领略原始野性,https://www.goodiptv.club/yy/1382743138
动画剧集电影-原声粤语国,https://www.goodiptv.club/yy/1382859239
勇敢的心,https://www.goodiptv.club/yy/1354744544
十大经典港剧之《大时代》,https://www.goodiptv.club/yy/1354930891
华子系列,https://www.goodiptv.club/yy/1354888726
单挑荒野第一季,https://www.goodiptv.club/yy/1354933535
卖拐,https://www.goodiptv.club/yy/1382851469
卧虎藏龙-李安执导,https://www.goodiptv.club/yy/1382736849
历史剧场,https://www.goodiptv.club/yy/1382797534
反黑,https://www.goodiptv.club/yy/1382745182
变形金刚,https://www.goodiptv.club/yy/1382736803
另类民兵葛二蛋,https://www.goodiptv.club/yy/1382736895
叶问全集,https://www.goodiptv.club/yy/1382828771
名媛望族-精彩港剧,https://www.goodiptv.club/yy/1354932431
吐槽大会 第5季,https://www.goodiptv.club/yy/1354889009
周星驰电影,https://www.goodiptv.club/yy/1356335149
哈利波特全集,https://www.goodiptv.club/yy/1382745105
哑巴新娘,https://www.goodiptv.club/yy/30496259
喜剧大片—篮球冠军,https://www.goodiptv.club/yy/1382749906
喜剧闹翻天,https://www.goodiptv.club/yy/1382735548
喜欢的小哥哥点点关注,https://www.goodiptv.club/yy/98544634
四大名捕2,https://www.goodiptv.club/yy/1382736916
回家的诱惑,https://www.goodiptv.club/yy/1354658043
回家的诱惑-狗血剧巅峰,https://www.goodiptv.club/yy/1382851148
国产动作电影,https://www.goodiptv.club/yy/1382736858
国内动作大片,https://www.goodiptv.club/yy/1382749917
国内动作电影,https://www.goodiptv.club/yy/1382745175
国内动作电影,https://www.goodiptv.club/yy/1382745176
国内喜剧,https://www.goodiptv.club/yy/1382851598
国内喜剧电影合集，好笑又好看,https://www.goodiptv.club/yy/1382851137
国内战争电影,https://www.goodiptv.club/yy/1382736865
国内科幻,https://www.goodiptv.club/yy/1354936170
国外动作大片,https://www.goodiptv.club/yy/1382735540
国外科幻片,https://www.goodiptv.club/yy/1382735585
国外院线动作大片,https://www.goodiptv.club/yy/1382735570
国外高分大片,https://www.goodiptv.club/yy/1382736867
国威影院 仙侠系列,https://www.goodiptv.club/yy/1354866665
国漫 一起看正在直播,https://www.goodiptv.club/yy/1351417866
地下交通站,https://www.goodiptv.club/yy/1382736795
士兵突击,https://www.goodiptv.club/yy/1382851600
士兵突击,https://www.goodiptv.club/yy/1382828766
复仇者联盟4：终局之战,https://www.goodiptv.club/yy/1354936167
夏洛特烦恼-国内电影-喜剧,https://www.goodiptv.club/yy/1354936201
外国战争大片,https://www.goodiptv.club/yy/1382736872
外国科幻大片,https://www.goodiptv.club/yy/1382747628
大家车言论,https://www.goodiptv.club/yy/1382570702
大家都在看的警匪片,https://www.goodiptv.club/yy/1354930964
大帅哥,https://www.goodiptv.club/yy/1382736842
大明王朝,https://www.goodiptv.club/yy/1382736879
大汉天子S1,https://www.goodiptv.club/yy/1382749902
大汉贤后卫子夫,https://www.goodiptv.club/yy/1382735569
大江大河2-高分影视推荐,https://www.goodiptv.club/yy/1382736797
大话西游至尊宝,https://www.goodiptv.club/yy/1382851590
大话西游至尊宝,https://www.goodiptv.club/yy/1382736910
大进军全集：红色系列电影,https://www.goodiptv.club/yy/1382745083
天下第一,https://www.goodiptv.club/yy/1382736838
天龙八部,https://www.goodiptv.club/yy/1351814644
天龙八部,https://www.goodiptv.club/yy/1382749944
天龙八部,https://www.goodiptv.club/yy/1356245009
天龙八部（国语版）,https://www.goodiptv.club/yy/1382736855
太空生命？高分科幻电影开播,https://www.goodiptv.club/yy/1382851586
奥斯卡战争大片,https://www.goodiptv.club/yy/1354932397
好先生,https://www.goodiptv.club/yy/29067617
妖神记,https://www.goodiptv.club/yy/1382745171
妖神记-全集,https://www.goodiptv.club/yy/1382735551
娆�涔�棰�,https://www.goodiptv.club/yy/1382851577
娲���瀹�绂���绯诲��,https://www.goodiptv.club/yy/1382851602
守望的天空-泪目电视剧,https://www.goodiptv.club/yy/1382736843
安徽陪伴的老芭蕉沙漠里的,https://www.goodiptv.club/yy/1355098357
宋小宝小品合集,https://www.goodiptv.club/yy/1354931577
完美世界,https://www.goodiptv.club/yy/39344825
宝莲灯前传,https://www.goodiptv.club/yy/1354931631
宫心计,https://www.goodiptv.club/yy/1354932429
宫心计-港剧-古装,https://www.goodiptv.club/yy/1354933540
宰相刘罗锅,https://www.goodiptv.club/yy/1382745191
家族荣耀-精彩港剧,https://www.goodiptv.club/yy/1382745103
家有九凤-影视剧,https://www.goodiptv.club/yy/1354930894
寻秦记,https://www.goodiptv.club/yy/1354658048
寻秦记-穿越剧经典,https://www.goodiptv.club/yy/1382749900
寻秦记-穿越剧经典,https://www.goodiptv.club/yy/1382851591
封神榜,https://www.goodiptv.club/yy/1353426319
小宝让你乐翻天：6到9集,https://www.goodiptv.club/yy/1354930971
小玲玲 正在直播,https://www.goodiptv.club/yy/1352227153
小甜甜 闯关东,https://www.goodiptv.club/yy/1382658790
小生物的故事,https://www.goodiptv.club/yy/1382736834
小鬼当家-童年回忆,https://www.goodiptv.club/yy/1382745104
少年包青天,https://www.goodiptv.club/yy/1356043677
少年包青天三,https://www.goodiptv.club/yy/61318527
少年包青天第三部,https://www.goodiptv.club/yy/1382851540
岳云鹏-屌丝也能追到美女,https://www.goodiptv.club/yy/1382736882
巩汉林春晚小品合集,https://www.goodiptv.club/yy/1354889035
巾帼枭雄之义海豪情,https://www.goodiptv.club/yy/1382736859
布丁-玄幻电影正在直播,https://www.goodiptv.club/yy/1455460998
康熙王朝,https://www.goodiptv.club/yy/1382851583
康熙王朝,https://www.goodiptv.club/yy/1382736818
张国荣与周润发的兄弟情,https://www.goodiptv.club/yy/1354930961
弹幕天团 下饭神剧,https://www.goodiptv.club/yy/23512910
强悍“杀猪婆”的励志人生,https://www.goodiptv.club/yy/1354658062
影视剧-林深见鹿,https://www.goodiptv.club/yy/1345494225
很难不爱你,https://www.goodiptv.club/yy/1382656234
心病,https://www.goodiptv.club/yy/1382851474
忠烈杨家将,https://www.goodiptv.club/yy/1382749909
恐怖电影,https://www.goodiptv.club/yy/24066336
悦悦电影,https://www.goodiptv.club/yy/1351537467
悬崖上的金鱼公主：宫崎骏系列,https://www.goodiptv.club/yy/1354926666
情满四合院-小人物的悲欢离合,https://www.goodiptv.club/yy/1382851601
情满四合院-高分电视剧,https://www.goodiptv.club/yy/1382735541
惊险动作大片！挑战心脏,https://www.goodiptv.club/yy/1354932407
憨豆先生,https://www.goodiptv.club/yy/1354930189
憨豆先生-经典喜剧,https://www.goodiptv.club/yy/1354936239
成龙系列,https://www.goodiptv.club/yy/1354888751
我到家啦,https://www.goodiptv.club/yy/1382851468
我比你更懂车 你偏不信,https://www.goodiptv.club/yy/85042287
我爱我家,https://www.goodiptv.club/yy/1382735557
我爱我家,https://www.goodiptv.club/yy/1382851580
我的前半生,https://www.goodiptv.club/yy/1382735564
我的父亲我的兵,https://www.goodiptv.club/yy/1353413714
我要成为贫民巨星！-全集,https://www.goodiptv.club/yy/1382744423
战争大片,https://www.goodiptv.club/yy/1382735556
战争大片-国外电影,https://www.goodiptv.club/yy/1382736857
战狼10086,https://www.goodiptv.club/yy/1382773686
打狗棍,https://www.goodiptv.club/yy/1507519895
抗日大片！震撼放映,https://www.goodiptv.club/yy/1354936229
抗日谍战剧,https://www.goodiptv.club/yy/1382824983
拜年,https://www.goodiptv.club/yy/1382851470
探秘中华美食,https://www.goodiptv.club/yy/1354930954
摸金 盗暮,https://www.goodiptv.club/yy/1459714870
故事里的中国全季,https://www.goodiptv.club/yy/1382736798
斗罗斗破精彩动漫,https://www.goodiptv.club/yy/1507304388
新三国,https://www.goodiptv.club/yy/26744898
新世界,https://www.goodiptv.club/yy/1382736850
新水浒传,https://www.goodiptv.club/yy/1353215589
新白娘子传奇-女神赵雅芝,https://www.goodiptv.club/yy/1354930969
新白娘子传奇4K高清观看,https://www.goodiptv.club/yy/1508902755
施公奇案2-欧阳震华,https://www.goodiptv.club/yy/1382736824
无敌县令,https://www.goodiptv.club/yy/1354932390
无敌燕双鹰,https://www.goodiptv.club/yy/1354825244
暮光之城全季,https://www.goodiptv.club/yy/1354930181
最可爱的人,https://www.goodiptv.club/yy/1354585554
最后的狮子-探险纪录片,https://www.goodiptv.club/yy/1382735577
最美的青春,https://www.goodiptv.club/yy/1382745116
最美的青春,https://www.goodiptv.club/yy/1382851530
末日系列-外国电影合集,https://www.goodiptv.club/yy/1354889019
末路狂奔,https://www.goodiptv.club/yy/1382736887
本山小品 过年,https://www.goodiptv.club/yy/1382881708
本山快乐营,https://www.goodiptv.club/yy/1382736852
机动步队,https://www.goodiptv.club/yy/1354932371
机场超燃警匪片,https://www.goodiptv.club/yy/1382735576
来看修牛蹄,https://www.goodiptv.club/yy/1382749887
林正英电影,https://www.goodiptv.club/yy/1382841203
案发现场（1-3）,https://www.goodiptv.club/yy/31368110
欢乐集结号,https://www.goodiptv.club/yy/1354931582
欢乐集结号,https://www.goodiptv.club/yy/1382735550
欢乐集结号2,https://www.goodiptv.club/yy/1354930919
欢乐集结号3,https://www.goodiptv.club/yy/1382736822
欢乐颂,https://www.goodiptv.club/yy/1382735624
欢迎光临,https://www.goodiptv.club/yy/1355532933
正阳门下,https://www.goodiptv.club/yy/1382851588
正阳门下 正在直播,https://www.goodiptv.club/yy/1453059740
武林外传,https://www.goodiptv.club/yy/1355914397
武林外传,https://www.goodiptv.club/yy/1354752120
武林外传,https://www.goodiptv.club/yy/1454629602
武林外传,https://www.goodiptv.club/yy/1353852605
武林外传 超清,https://www.goodiptv.club/yy/21092633
永远一家人：厂长夫人摆地摊,https://www.goodiptv.club/yy/1382736873
永远的经典系列,https://www.goodiptv.club/yy/1354930204
法海又来抓妖了,https://www.goodiptv.club/yy/1356326727
法证先锋,https://www.goodiptv.club/yy/1354930939
法证先锋,https://www.goodiptv.club/yy/1382851599
法证先锋Ⅱ,https://www.goodiptv.club/yy/1382851597
法证先锋Ⅳ,https://www.goodiptv.club/yy/1354932426
洗冤录和琅琊榜,https://www.goodiptv.club/yy/1356338181
洪大哥系列,https://www.goodiptv.club/yy/1354888743
洪金宝福星系列,https://www.goodiptv.club/yy/1354924839
济公游记,https://www.goodiptv.club/yy/1355265814
济公（游本昌老师）,https://www.goodiptv.club/yy/25221556
海王-院线大片,https://www.goodiptv.club/yy/1354936142
深夜惊悚大片,https://www.goodiptv.club/yy/1382745110
深山吃货：云南臭菜你吃过吗？,https://www.goodiptv.club/yy/1382745122
港片电影,https://www.goodiptv.club/yy/33897188
港片电影集,https://www.goodiptv.club/yy/1455225203
港片经典电影,https://www.goodiptv.club/yy/32326398
港片鬼片老电影,https://www.goodiptv.club/yy/1355269576
渴望,https://www.goodiptv.club/yy/1354930963
漫威十年老粉福利来了,https://www.goodiptv.club/yy/1354930233
灌篮高手,https://www.goodiptv.club/yy/1382735626
灌篮高手,https://www.goodiptv.club/yy/1382735559
火凤凰之战狼七,https://www.goodiptv.club/yy/1463088777
火炬手,https://www.goodiptv.club/yy/1382851618
火蓝刀锋,https://www.goodiptv.club/yy/1382737892
炊事班的故事,https://www.goodiptv.club/yy/1382749901
炊事班的故事II,https://www.goodiptv.club/yy/1382736885
炊事班的故事III,https://www.goodiptv.club/yy/1382736716
烧脑悬疑电影,https://www.goodiptv.club/yy/1382735571
热播国内侦探片,https://www.goodiptv.club/yy/1382736820
热血战争巨作,https://www.goodiptv.club/yy/1382745087
热血抗日电影,https://www.goodiptv.club/yy/1382749907
熊出没之探险日记S1-国漫,https://www.goodiptv.club/yy/1354930977
燕双鹰专场,https://www.goodiptv.club/yy/23026835
爆笑小品,https://www.goodiptv.club/yy/1354931503
爆笑抗日！厨子戏子痞子,https://www.goodiptv.club/yy/1354930816
爱丽丝梦游仙境,https://www.goodiptv.club/yy/1354931585
父母爱情,https://www.goodiptv.club/yy/1382851594
父母爱情,https://www.goodiptv.club/yy/1354926650
父母的爱情,https://www.goodiptv.club/yy/1382768483
牛大叔提干,https://www.goodiptv.club/yy/1382851615
特种兵归来4,https://www.goodiptv.club/yy/1382736896
特种兵系列,https://www.goodiptv.club/yy/1508456184
狂飙,https://www.goodiptv.club/yy/1382754187
狂飙,https://www.goodiptv.club/yy/1382764587
狂飙,https://www.goodiptv.club/yy/1382690078
狂飙2,https://www.goodiptv.club/yy/1456622512
狄仁杰等你哦,https://www.goodiptv.club/yy/1457579747
珍珠港-电影,https://www.goodiptv.club/yy/1354936234
生逢灿烂的日子,https://www.goodiptv.club/yy/1382745085
田园生活,https://www.goodiptv.club/yy/1382736898
电影,https://www.goodiptv.club/yy/1461140888
电影 古惑仔全集,https://www.goodiptv.club/yy/1354507447
电影电影,https://www.goodiptv.club/yy/1458819360
电影电影电影电影电影电影,https://www.goodiptv.club/yy/1351496216
男亲女爱-经典港剧,https://www.goodiptv.club/yy/1382736715
白鹿原,https://www.goodiptv.club/yy/1354931488
百家讲坛-之女皇武则天,https://www.goodiptv.club/yy/1354889015
百家讲坛――之明太祖朱元璋,https://www.goodiptv.club/yy/1354936149
百度直播,https://www.goodiptv.club/yy/1355006624
的直播间,https://www.goodiptv.club/yy/1354129442
皮蛋影视 正在直播,https://www.goodiptv.club/yy/23055599
盗暮 老九门,https://www.goodiptv.club/yy/1382763739
盗暮惊悚妖魔,https://www.goodiptv.club/yy/1382765507
盗梦空间！悬疑烧脑！,https://www.goodiptv.club/yy/1354930903
真心想让你幸福,https://www.goodiptv.club/yy/1382736876
知否知否应是绿肥红瘦,https://www.goodiptv.club/yy/21881901
破案港剧,https://www.goodiptv.club/yy/1350670730
神厨小福贵,https://www.goodiptv.club/yy/1382736860
神探包青天,https://www.goodiptv.club/yy/1457622044
神探狄仁杰,https://www.goodiptv.club/yy/38338029
神探狄仁杰,https://www.goodiptv.club/yy/1351755386
神探狄仁杰1,https://www.goodiptv.club/yy/1354930934
神探狄仁杰2,https://www.goodiptv.club/yy/1382851146
神探狄仁杰2,https://www.goodiptv.club/yy/1382828767
神探狄仁杰2,https://www.goodiptv.club/yy/1382736907
神雕侠侣,https://www.goodiptv.club/yy/1460913377
福贵,https://www.goodiptv.club/yy/1354926537
科幻大片,https://www.goodiptv.club/yy/1382745181
穿越时空的爱恋,https://www.goodiptv.club/yy/1382735567
笑傲江湖,https://www.goodiptv.club/yy/1352833750
笑傲江湖 第1季,https://www.goodiptv.club/yy/1382749896
笑傲江湖-电视剧,https://www.goodiptv.club/yy/1354936128
笑声传奇,https://www.goodiptv.club/yy/1382736880
第8号当铺,https://www.goodiptv.club/yy/1382736905
第一滴血全集,https://www.goodiptv.club/yy/1354932355
粉红女郎,https://www.goodiptv.club/yy/1354888671
粟裕大将-影视,https://www.goodiptv.club/yy/1354926542
精彩动作电影享不停,https://www.goodiptv.club/yy/1382736809
精彩动漫斗罗斗破,https://www.goodiptv.club/yy/76101626
精彩影视轮番上映,https://www.goodiptv.club/yy/1355336008
精彩玄幻电影,https://www.goodiptv.club/yy/1382688400
红楼梦1987经典版,https://www.goodiptv.club/yy/1382745084
经典 绝版 恐怖3000,https://www.goodiptv.club/yy/84238895
经典动漫,https://www.goodiptv.club/yy/24180320
经典搞笑影片,https://www.goodiptv.club/yy/1382749878
经典电影,https://www.goodiptv.club/huya/21384538
经典电影 电视剧,https://www.goodiptv.club/yy/1354690927
经典重现,https://www.goodiptv.club/yy/1356374304
经典鬼片,https://www.goodiptv.club/yy/1508828185
绝版电影 港片女鬼,https://www.goodiptv.club/yy/1455988450
绝版电影 港片女鬼,https://www.goodiptv.club/yy/1461579859
绝版鬼片电影,https://www.goodiptv.club/yy/1382743247
编辑部的故事,https://www.goodiptv.club/yy/1354936120
缺宅男女-精彩港剧,https://www.goodiptv.club/yy/1382745088
羊羊扛狼亿少女的噩梦,https://www.goodiptv.club/yy/1354921392
老卓电影,https://www.goodiptv.club/yy/1354770516
老司机带你开眼界,https://www.goodiptv.club/yy/1349538007
老夫少妻搞笑忘年恋,https://www.goodiptv.club/yy/1354932391
聊斋志异S1,https://www.goodiptv.club/yy/1382736975
胡歌不见不散,https://www.goodiptv.club/yy/1356355983
脑洞大开的精彩科幻片,https://www.goodiptv.club/yy/1382736723
致敬星爷致敬经典,https://www.goodiptv.club/yy/1354889048
舌尖上的中国第2季,https://www.goodiptv.club/yy/1354930943
舌尖上的中国第一季,https://www.goodiptv.club/yy/1354930952
花千骨,https://www.goodiptv.club/yy/1354943110
苦乐村官,https://www.goodiptv.club/yy/1382736864
英叔僵尸 3000部,https://www.goodiptv.club/yy/1353685311
荒诞喜剧！钢的琴,https://www.goodiptv.club/yy/1382736886
蔡明春晚小品,https://www.goodiptv.club/yy/1354936177
蜥蜴世界,https://www.goodiptv.club/yy/1382735545
西游记张卫健版,https://www.goodiptv.club/yy/1354936155
解放：苏联战争巨片,https://www.goodiptv.club/yy/1354936249
言情古装剧 正在直播,https://www.goodiptv.club/yy/67857780
请回答1988,https://www.goodiptv.club/yy/1354932362
读心神探,https://www.goodiptv.club/yy/1382851589
谈判专家,https://www.goodiptv.club/yy/1382735560
赌神-发哥,https://www.goodiptv.club/yy/1354889044
赵本山爆笑小品2,https://www.goodiptv.club/yy/1354936217
超体：高分科幻片,https://www.goodiptv.club/yy/1354936116
超清经典港片,https://www.goodiptv.club/yy/1356180261
超激烈的猎食场面,https://www.goodiptv.club/yy/1382749898
超燃动作大片,https://www.goodiptv.club/yy/1382749940
超燃科幻大片：明日边缘,https://www.goodiptv.club/yy/1382736835
超精彩！系列动作电影,https://www.goodiptv.club/yy/1382745096
超级吓人鬼片 恐怖片,https://www.goodiptv.club/yy/1355641195
超级英雄系列电影,https://www.goodiptv.club/yy/1382736863
送欢乐,https://www.goodiptv.club/yy/34093016
送水工,https://www.goodiptv.club/yy/1382851617
速度与激情系列！-精彩大片,https://www.goodiptv.club/yy/1382736911
重返校园电影合集,https://www.goodiptv.club/yy/1354930965
野山鹰-影视剧,https://www.goodiptv.club/yy/1354932395
金三角大营救,https://www.goodiptv.club/yy/1354930924
金婚,https://www.goodiptv.club/yy/1382736832
金星脱口秀：我敢说你敢听吗,https://www.goodiptv.club/yy/1382735552
金玉满堂：精彩港剧,https://www.goodiptv.club/yy/1382736881
钟点工,https://www.goodiptv.club/yy/1382851616
钟馗传说,https://www.goodiptv.club/yy/1382736839
铭记历史-甲午大海战,https://www.goodiptv.club/yy/1354936195
降服魔女的手段-泰剧,https://www.goodiptv.club/yy/1354932405
隋唐英雄传,https://www.goodiptv.club/yy/1352475619
雍正王朝,https://www.goodiptv.club/yy/23206872
雍正王朝,https://www.goodiptv.club/yy/26650882
雍正王朝,https://www.goodiptv.club/yy/1356043620
雪中悍刀行,https://www.goodiptv.club/yy/59719179
雪中悍刀行,https://www.goodiptv.club/yy/1450496699
雪中悍刀行,https://www.goodiptv.club/yy/1462996362
雪豹,https://www.goodiptv.club/yy/28099939
雪豹,https://www.goodiptv.club/yy/1459331991
雪豹,https://www.goodiptv.club/yy/1509099650
雪豹2,https://www.goodiptv.club/yy/28298966
雪豹2,https://www.goodiptv.club/yy/1461037999
震撼！国内功夫大片,https://www.goodiptv.club/yy/1382736902
霍比特人电影系列,https://www.goodiptv.club/yy/1354930967
霹雳火,https://www.goodiptv.club/yy/1356326459
非诚勿扰,https://www.goodiptv.club/yy/1382745100
非诚勿扰,https://www.goodiptv.club/yy/1382735583
非遗真人秀？向往的国潮,https://www.goodiptv.club/yy/1382749953
风中有朵雨做的云：张颂文悬疑大片,https://www.goodiptv.club/yy/1354936131
风筝,https://www.goodiptv.club/yy/1382828770
飓风营救,https://www.goodiptv.club/yy/1382735547
饥饿游戏全季,https://www.goodiptv.club/yy/1354932365
馋哭了！川味来袭,https://www.goodiptv.club/yy/1382736913
高分科幻动作片,https://www.goodiptv.club/yy/1382749948
鬼怪恐怖惊辣,https://www.goodiptv.club/yy/1382748585
鬼片 恐怖片,https://www.goodiptv.club/yy/1455891197
鬼片.惊悚.港片,https://www.goodiptv.club/yy/1355497884
鬼片恐怖私人影院,https://www.goodiptv.club/yy/1354952229
魔幻手机,https://www.goodiptv.club/yy/1382851541
鲨卷风：鲨鱼市区作乱,https://www.goodiptv.club/yy/1382736851
鹊刀门,https://www.goodiptv.club/yy/1355344777
黑冰,https://www.goodiptv.club/yy/1354932427
黑衣人1、2—动作喜剧大片,https://www.goodiptv.club/yy/1354930936
Ｔ.Ｓ.Ｌ.-东门仔,https://www.goodiptv.club/yy/1382861117
�潘磕惺康谝患�-国产喜剧,https://www.goodiptv.club/yy/1382741637
����������,https://www.goodiptv.club/yy/1382851578

重庆,#genre#
江津经济生活,http://222.179.155.21:1935/ch0.m3u8
潼南综合,http://183.230.184.51:65500/tntv1.m3u8?zzhongqd
潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8

電影頻道,#genre#
龙华洋片,https://pkj99.github.io/iptv/ofiii.html?asset_id=litv-xinchuang02
龙华电影,https://pkj99.github.io/iptv/ofiii.html?asset_id=litv-xinchuang03

韩国御姐,#genre#
JIVD《安娜貝干》用純愛愛來打破詛咒part-2,https://askzybf.com/20230114/ycESzgEk/index.m3u8
JVID《情趣红娘自慰成癮》,https://askzybf.com/20230117/phi6f2Tv/index.m3u8
JVID《精油胴体的妹子被炮机不停抽插强制高潮》,https://askzybf.com/20230117/Qs77dMMi/index.m3u8

韩国頻道,#genre#
?MBC,https://5c482867a8b63.streamlock.net/live/myStream.sdp/playlist.m3u8

韩国频道,#genre#
14[1280x720],https://stream.ads.ottera.tv/playlist.m3u8?network_id=14
Arirang[1280x720],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
Arirang[640x360],https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
CJMBC[1280x720],http://211.33.246.4:32954/cj_live/myStream.sdp/playlist.m3u8
Mubeat[1280x720],https://stream.ads.ottera.tv/playlist.m3u8?network_id=711
TV3[1280x720],https://stream.ads.ottera.tv/playlist.m3u8?network_id=630
TV5[1280x720],https://stream.ads.ottera.tv/playlist.m3u8?network_id=742

音乐,#genre#
10首车载dj,https://vd3.bdstatic.com/mda-nbhgwre9iykh09ya/hd/cae_h264_delogo/1645187028018958500/mda-nbhgwre9iykh09ya.mp4
5首DJ伤感情歌,https://vd2.bdstatic.com/mda-nc35dbh31nj1y6dx/hd/cae_h264_delogo/1646496807682763009/mda-nc35dbh31nj1y6dx.mp4
ON FM,https://5ce9406b73c33.streamlock.net/ONFM/livestream/playlist.m3u8
含笑-飞天,https://vd4.bdstatic.com/mda-mk8ixtr3eqxbz2v2/sc/cae_h264/1636464928592517726/mda-mk8ixtr3eqxbz2v2.mp4
爱的火焰,https://vd3.bdstatic.com/mda-kk0k3gbf7ga11fhn/sc/mda-kk0k3gbf7ga11fhn.mp4

音乐时空,#genre#
凉凉张碧晨杨宗纬,http://vodcdn.video.taobao.com/oss/taobao-ugc/81a4db5f7bb14f2e8260445fedc805c0/1484029283/video.m3u8.m3u8#https://vdse.bdstatic.com//56bc61cb4f9d080708a7e74647a1c2b2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A48%3A39Z%2F-
江蕙梦中的情话,http://vd2.bdstatic.com/mda-ji4rwrwg7fijyqkh/mda-ji4rwrwg7fijyqkh.mp4
蔡丽津月圆情,http://vd3.bdstatic.com/mda-jm53zq7k0b0kbxch/sc/mda-jm53zq7k0b0kbxch.mp4
醉倾城,https://vd3.bdstatic.com/mda-kkcszm6mwjf00ejx/mda-kkcszm6mwjf00ejx.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D&pd=20

音乐频道,#genre#
AlbKanale Music TV,https://albportal.net/albkanalemusic.m3u8
Company TV,https://5929b138b139d.streamlock.net/CompanyTV/smil:CompanyTV.smil/master.m3u8
Radio Javan TV,http://74.115.215.41/live/smil:rjtv.smil/playlist.m3u8
V2Beat,http://de1se01.v2beat.live:80/chunks.m3u8

音樂(vpn),#genre#
2025夜店混音,https://www.youtube.com/watch?v=aQT8mUr445I
80首必听经典老歌,https://www.youtube.com/watch?v=geXFAGgTxWI
KKBOX華語單曲,https://www.youtube.com/watch?v=WXM7k3ZcUdc
粵語流行音樂合集,https://www.youtube.com/watch?v=CFCynOQWX0Q
经典老歌500首大全,https://www.youtube.com/watch?v=1MHH2_NmzFs

香港,#genre#
国家地理野生频道[1920*1080],http://46.149.191.219:9109/play/a005

香港澳门,#genre#
TVB星河,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=VJWJ87&tk=EuWQIWwVA7n1
星空卫视国际,http://202.80.222.20/cdn/iptv/Tvod/001/channel2000023/1024.m3u8

马来西亚,#genre#
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8

高清秒播1VIP,#genre#
